0,100,0,0
0,74,26,0
100,0,0,0
0,0,0,100
28,46,26,0
0,0,0,100
0,26,74,0
74,0,26,0
0,100,0,0
0,100,0,0
100,0,0,0
0,26,33,41
0,0,100,0
100,0,0,0
0,0,100,0
25,37,25,13
0,28,46,26
0,0,0,100
0,0,0,100
74,26,0,0
0,74,0,26
0,100,0,0
0.0,0.0,0.0,0.0
30,70,0,0
41,37,22,0
0,0,100,0
100,0,0,0
70,30,0,0
100,0,0,0
0,29,33,38
0,0,0,100
0,100,0,0
100,0,0,0
30,0,0,70
30,70,0,0
26,52,0,22
0,100,0,0
100,0,0,0
30,0,0,70
25,31,25,19
0,70,0,30
0,0,0,100
0,0,0,100
0,0,0,100
19,0,47,34
0,0,50,50
0,0,0,100
100,0,0,0
100,0,0,0
54,0,0,46
29,48,0,23
29,48,23,0
0,0,0,100
69,18,13,0
0,0,71,29
29,71,0,0
44,56,0,0
38,0,0,62
74,0,26,0
0,0,100,0
0,67,33,0
0.0,0.0,0.0,0.0
59,41,0,0
67,0,33,0
67,33,0,0
42,0,39,19
58,0,42,0
100,0,0,0
32,0,68,0
0.0,0.0,0.0,0.0
100,0,0,0
62,38,0,0
0,0,50,50
31,31,25,13
54,25,21,0
0,0,63,37
25,25,31,19
63,0,37,0
63,0,37,0
0,0,63,37
100,0,0,0
0,69,31,0
0.0,0.0,0.0,0.0
0,41,0,59
31,34,0,35
100,0,0,0
41,0,59,0
0,100,0,0
0,0,0,100
0,0,100,0
0,100,0,0
32,0,33,35
0.0,0.0,0.0,0.0
100,0,0,0
33,0,36,31
0,0,100,0
0.0,0.0,0.0,0.0
